Street Address,City,ZIP,Groups With Access Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,Latitude,Longitude,ID,EV Connector Types,Facility Type
500 Castro St,Mountain View,94041,Private,Fleet use only; available to public on weekends,,2,,,37.390383,-122.0827,41347,J1772,MUNI_GOV
4555 Great America Pkwy,Santa Clara,95054,Private,Tenant use only,,11,,,37.397144,-121.976831,41351,J1772,OFFICE_BLDG
2485 Augustine Dr,Santa Clara,95054,Private,Employee use only,,14,,,37.38237,-121.970806,41352,J1772,OFFICE_BLDG
881 Marsh St,San Luis Obispo,93401,Public,24 hours daily; pay lot,,2,,,35.279705,-120.6609,41526,J1772,PARKING_GARAGE
3835 Cross Creek Rd,Malibu,90265,Public,24 hours daily,,2,,,34.035802,-118.686393,43478,J1772,SHOPPING_CENTER
1199 E Beach,San Francisco,94129,Public,6am-12am daily,,2,,,37.806099,-122.449461,43526,J1772,NATL_PARK
46101 Fremont Blvd,Fremont,94538,Private,,,18,2,,37.488952,-121.948969,44017,CHADEMO J1772 J1772COMBO,OFFICE_BLDG
26531 Aliso Creek Rd,Aliso Viejo,92656,Public,24 hours daily,,2,,,33.577103,-117.723844,44400,J1772,
126 Mill St,Healdsburg,95448,Private,For employee use only,,4,,,38.6085938,-122.8688,45240,J1772,OFFICE_BLDG
200 Civic Plaza,Dublin,94568,Public,24 hours daily,,1,,,37.702909,-121.91835,45313,J1772,
115 Valley View Way,Sutter Creek,95685,Public,24 hours daily; pay lot,,2,,,38.379983,-120.807672,46136,J1772,TRAVEL_CENTER
1 Music Concourse Dr,San Francisco,94118,Public,Garage business hours; pay lot; Drivers must bring their own J1772 cordset for Level 1 charging,9,2,,,37.768766,-122.468341,46473,J1772 NEMA520,PAY_GARAGE
1132 N 7th St,San Jose,95112,Public,7am-6pm M-F,,12,,,37.36217972612609,-121.89953864152527,46482,J1772,UTILITY
30870 Russell Ranch Rd,Westlake Village,91362,Private,,,4,,,34.148413,-118.798832,46519,J1772,OFFICE_BLDG
101 California Dr,Burlingame,94010,Public - Call ahead,Dealership business hours,,1,,,37.57792,-122.341931,46709,J1772,CAR_DEALER
101 California Dr,Burlingame,94010,Private,,,1,,,37.57792,-122.341931,46710,J1772,CAR_DEALER
41 N 2nd St,Campbell,95008,Public,24 hours daily,,1,,,37.287593,-121.946908,46715,J1772,
6450 Dublin Ct,Dublin,94568,Public - Call ahead,Dealership business hours,,4,1,,37.702828,-121.911087,46721,CHADEMO J1772,CAR_DEALER
6450 Dublin Ct,Dublin,94568,Private,,,1,,,37.702828,-121.911087,46722,J1772,CAR_DEALER
1999 Citracado Pkwy,Escondido,92029,Public,24 hours daily,,2,,,33.11587,-117.11955,46723,J1772,RESTAURANT
2545 Auto Mall Pkwy,Fairfield,94533,Public - Call ahead,Dealership business hours,,2,1,,38.244614,-122.079181,46724,CHADEMO J1772 J1772COMBO,CAR_DEALER
2545 Auto Mall Pkwy,Fairfield,94533,Private,,,1,,,38.244614,-122.079181,46725,J1772,CAR_DEALER
44400 Indian Wells Ln,Indian Wells,92210,Public - Call ahead,24 hours daily; for guest use only,,2,,,33.72323,-116.324409,46729,J1772,HOTEL
3701 Conant St,Long Beach,90808,Private,Employee use only,,1,,,33.8234522,-118.1488717,46731,J1772,OFFICE_BLDG
5905 Wilshire Blvd,Los Angeles,90036,Public,Garage business hours,,5,,,34.063383,-118.35808,46733,J1772,MUSEUM
1377 Kettering Loop,Ontario,91761,Public - Call ahead,Dealership business hours,,1,1,,34.049006,-117.547161,46743,CHADEMO J1772 J1772COMBO,CAR_DEALER
1377 Kettering Loop,Ontario,91761,Private,,,1,,,34.049006,-117.547161,46744,J1772,CAR_DEALER
7368 Archibald Ave,Rancho Cucamonga,91730,Public,24 hours daily; must have MobileNow! App for payment; maximum session time of 4 hours,,1,,,34.120214,-117.593952,46972,J1772,LIBRARY
10500 Civic Center Dr,Rancho Cucamonga,91730,Public,24 hours daily; must use MobileNow! App for payment; maximum session time of 4 hours,,2,,,34.10303,-117.576,46973,J1772,MUNI_GOV
11780 Arrow Rt,Rancho Cucamonga,91730,Public,24 hours daily; must have MobileNow! App for payment; maximum session time of 4 hours,,1,,,34.100456,-117.54918,46974,J1772,OFFICE_BLDG
7484 Vineyard Ave,Rancho Cucamonga,91730,Public,6am-10pm daily; must use MobileNow! App for payment; maximum session time of 4 hours,,1,,,34.11787,-117.611,46976,J1772,PARK
5546 Beryl St,Rancho Cucamonga,91737,Public,6am-10pm daily; must have MobileNow! App for payment; maximum session time of 4 hours,,1,,,34.154033,-117.607446,46978,J1772,PARK
4200 Auto Plaza Dr,Capitola,95010,Public - Call ahead,Dealership business hours; Drivers must bring their own J1772 cordset for Level 1 charging,1,1,,,36.981884,-121.962228,47457,J1772 NEMA520,CAR_DEALER
4183 Village Dr,Yosemite National Park,95389,Public,24 hours daily,,1,,,37.74656,-119.584,47464,J1772,NATL_PARK
1831 Auto Center Dr,Antioch,94509,Private,,,1,,,38.007799,-121.832042,47590,J1772,CAR_DEALER
2800 Pacheco Rd,Bakersfield,93313,Private,,,1,,,35.310723,-119.035324,47591,J1772,CAR_DEALER
6501 Auto Center Dr,Buena Park,90621,Private,,,1,,,33.865497,-117.995215,47592,J1772,CAR_DEALER
1505 E 223rd St,Carson,90745,Private,Service center use only,,1,,,33.824968,-118.245675,47593,J1772,CAR_DEALER
68177 Kyle Rd,Cathedral City,92234,Private,,,1,,,33.78414,-116.471,47594,J1772,CAR_DEALER
18707 Studebaker Rd,Cerritos,90703,Private,,,1,,,33.861544,-118.100471,47595,J1772,CAR_DEALER
575 Manzanita Ave,Chico,95926,Private,,,1,,,39.756332,-121.843715,47596,J1772,CAR_DEALER
17320 E Gale Ave,City of Industry,91748,Private,,,1,,,33.997621,-117.928216,47597,J1772,CAR_DEALER
370 W Herndon Ave,Clovis,93612,Private,,,1,,,36.836818,-119.717629,47598,J1772,CAR_DEALER
1500 Collins Ave,Colma,94014,Private,,,1,,,37.671267,-122.463541,47599,J1772,CAR_DEALER
1290 Concord Ave,Concord,94520,Private,,,1,,,37.980192,-122.050128,47600,J1772,CAR_DEALER
2575 Wardlow Rd,Corona,92882,Private,,,1,,,33.88309,-117.615292,47601,J1772,CAR_DEALER
2850 Harbor Blvd,Costa Mesa,92626,Private,,,1,,,33.675397,-117.918684,47602,J1772,CAR_DEALER
5009 Chiles Rd,Davis,95618,Private,,,1,,,38.55252,-121.691555,47603,J1772,CAR_DEALER
7321 Firestone Blvd,Downey,90241,Private,,,1,,,33.9473,-118.151166,47604,J1772,CAR_DEALER
1434 Buena Vista St,Duarte,91010,Private,,,1,,,34.136553,-117.975944,47605,J1772,CAR_DEALER
1170 W Main St,El Cajon,92020,Private,,,1,,,32.795896,-116.976156,47607,J1772,CAR_DEALER
1546 Auto Park Way,Escondido,92029,Private,,,1,,,33.116492,-117.106837,47609,J1772,CAR_DEALER
601 7th St,Eureka,95501,Private,,,1,,,40.800562,-124.164405,47610,J1772,CAR_DEALER
3195 N Naglee Rd,Tracy,95304,Private,,,1,,,37.75990555387505,-121.4632051865082,47646,J1772,CAR_DEALER
30 Auto Center Dr,Tustin,92782,Private,,,1,,,33.72484,-117.799302,48063,J1772,CAR_DEALER
671 Orange Dr,Vacaville,95687,Private,,,1,,,38.381441,-121.941218,48064,J1772,CAR_DEALER
3287 Sonoma Blvd,Vallejo,94590,Private,,,1,,,38.118088,-122.255493,48066,J1772,CAR_DEALER
5425 Van Nuys Blvd,Sherman Oaks,91401,Private,,,1,,,34.168824,-118.449059,48067,J1772,CAR_DEALER
15722 Valley Park Ln,Victorville,92394,Private,,,1,,,34.517883,-117.3219,48068,J1772,CAR_DEALER
830 S Ben Maddox Way,Visalia,93292,Private,,,1,,,36.32327,-119.27569,48069,J1772,CAR_DEALER
205 N Citrus St,West Covina,91791,Private,,,1,,,34.074227,-117.890899,48071,J1772,CAR_DEALER
3550 Cahuenga Blvd W,Los Angeles,90068,Private,,,1,,,34.133446,-118.356601,48120,J1772,CAR_DEALER
1675 Auto Center Dr,Merced,95340,Private,,,1,,,37.305891,-120.502428,48122,J1772,CAR_DEALER
11000 Sepulveda Blvd,Mission Hills,91345,Private,,,1,,,34.269809,-118.466606,48123,J1772,CAR_DEALER
4530 McHenry Ave,Modesto,95356,Private,,,1,,,37.705119,-120.99471,48124,J1772,CAR_DEALER
9440 Autoplex Dr,Montclair,91763,Private,,,1,,,34.082404,-117.694876,48125,J1772,CAR_DEALER
635 W Washington Blvd,Los Angeles,90015,Private,,,1,,,34.035168,-118.273229,48129,J1772,CAR_DEALER
510 Soscol Ave,Napa,94559,Private,,,1,,,38.292706,-122.277767,48130,J1772,CAR_DEALER
1120 W Capitol Expy,San Jose,95136,Private,,,1,,,37.275144,-121.877656,48131,J1772,CAR_DEALER
4855 Stevens Creek Blvd,Santa Clara,95051,Private,,,1,,,37.323569,-121.988027,48139,J1772,CAR_DEALER
1001 E Battles Rd,Santa Maria,93454,Public - Call ahead,Dealership business hours,,2,,,34.931796,-120.420639,48141,J1772,CAR_DEALER
2325 1st St,Simi Valley,93065,Private,,,1,,,34.277324,-118.778957,48150,J1772,CAR_DEALER
2700 National City Blvd,National City,91950,Private,,,1,,,32.659001,-117.100836,48154,J1772,CAR_DEALER
1801 Auto Center Dr,Oxnard,93036,Private,,,1,,,34.22771,-119.150217,48157,J1772,CAR_DEALER
451 Auto Center Dr,Palmdale,93551,Private,Service center use only,,2,,,34.591173,-118.138184,48158,J1772,CAR_DEALER
14100 Poway Rd,Poway,92064,Private,,,1,,,32.956772,-117.025943,48160,J1772,CAR_DEALER
300 E Cypress Ave,Redding,96002,Private,,,1,,,40.571632,-122.36654,48161,J1772,CAR_DEALER
1665 Industrial Park Ave,Redlands,92374,Private,,,1,,,34.065387,-117.212007,48162,J1772,CAR_DEALER
1 Bair Island Rd,Redwood City,94063,Private,,,1,,,37.495963,-122.227322,48163,J1772,CAR_DEALER
3277 Auto Plaza,Richmond,94806,Private,,,1,,,37.985253,-122.32124,48164,J1772,CAR_DEALER
6030 Sycamore Canyon Blvd,Riverside,92507,Private,,,1,,,33.941878,-117.297603,48165,J1772,CAR_DEALER
2820 Auburn Blvd,Sacramento,95821,Private,,,1,,,38.631393,-121.396604,48166,J1772,CAR_DEALER
735 Showcase Dr S,San Bernardino,92408,Private,,,1,,,34.074378,-117.298,48168,J1772,CAR_DEALER
8118 Clairemont Mesa Blvd,San Diego,92111,Private,,,1,,,32.833179,-117.147384,48170,J1772,CAR_DEALER
4433 Mission Bay Dr,San Diego,92109,Private,,,1,,,32.802475,-117.215269,48171,J1772,CAR_DEALER
8330 Indiana Ave,Riverside,92504,Private,,,1,,,33.925469,-117.419673,48174,J1772,CAR_DEALER
600 Automall Dr,Roseville,95661,Private,,,1,,,38.752198,-121.256452,48175,J1772,CAR_DEALER
216 E School St,Cotati,94931,Public,24 hours daily,,1,,,38.32398,-122.709121,48179,J1772,
16444 S Highland Ave,Fontana,92336,Private,,,1,,,34.135345,-117.445732,48182,J1772,CAR_DEALER
5580 N Blackstone Ave,Fresno,93710,Private,,,1,,,36.818622,-119.789796,48184,J1772,CAR_DEALER
1670 W Redondo Beach Blvd,Gardena,90247,Private,,,1,,,33.889201,-118.307028,48186,J1772,CAR_DEALER
727 S Brand Blvd,Glendale,91204,Private,,,1,,,34.137054,-118.25536,48188,J1772,CAR_DEALER
200 Carriage Cir,Hemet,92545,Private,,,1,,,33.741163,-117.031718,48192,J1772,CAR_DEALER
17331 Beach Blvd,Huntington Beach,92647,Private,,,1,,,33.71069,-117.989861,48195,J1772,CAR_DEALER
3333 Fairview Rd,Costa Mesa,92626,Private,Employee use only,,4,,,33.6915,-117.9095,48352,J1772,OFFICE_BLDG
3350 Harbor Blvd,Costa Mesa,92626,Public,9am-5pm M-F,,2,,,33.69276,-117.9183,48353,J1772,OFFICE_BLDG
2601 S Figueroa St,Los Angeles,90007,Public,9am-5pm M-F,,2,,,34.02828,-118.2778,48358,J1772,OFFICE_BLDG
9620 Airport Blvd,Los Angeles,90045,Public,24 hours daily; pay lot; for guest use only,,2,,,33.9492,-118.385,48362,J1772,HOTEL
74855 Country Club Dr,Palm Desert,92260,Public,24 hours daily; see valet for access,,51,,,33.75562,-116.361,48365,J1772,HOTEL
12076 Los Osos Valley Rd,San Luis Obispo,93401,Public,8am-11pm daily,,6,,,35.25211177248671,-120.68597469444276,48368,J1772,SHOPPING_CENTER
1719 Wilshire Blvd,Santa Monica,90403,Public,,2,2,,,34.029456,-118.485814,48705,J1772,
20625 Hawthorne Blvd,Torrance,90503,Public,,2,2,,,33.842487,-118.354006,48710,J1772,
Mark & Warren St,Moffett Field,94035,Private,Also accessible through chip keys,,1,,,37.416283,-122.059908,48725,J1772,RESEARCH_FACILITY
2401 S Atlantic Blvd,Monterey Park,91754,Private,Service center use only,,2,,,34.036123,-118.148995,48727,J1772,CAR_DEALER
535 Harbor St,Morro Bay,93442,Public,24 hours daily; MobileNOW! Phone application,,1,,,35.36725,-120.847,48728,J1772,MUNI_GOV
1 Civic Center Cir,Brea,92821,Public,Garage business hours; 4 hour parking limit; pay lot,,3,,,33.91743,-117.889,48823,J1772,PARKING_GARAGE
1129 Pacific St,San Luis Obispo,93401,Public - Credit card at all times,24 hours daily; free for customer use,,1,,,35.28059,-120.657,48836,J1772,OFFICE_BLDG
782 Davis Ct,Vacaville,95687,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,3,4,1,1 SP Inductive,38.34962,-121.987,48838,CHADEMO J1772 NEMA520 TESLA,PARKING_LOT
700 W Commonwealth Ave,Fullerton,92832,Private,Service center use only,,2,,,33.869725,-117.938109,48963,J1772,CAR_DEALER
11208 Azuza Ct,Rancho Cucamonga,91730,Public,Lot business hours; parking permit required; must have MobileNow! App for payment; maximum session time of 4 hours,,2,,,34.09177,-117.559,48979,J1772,PARKING_LOT
1990 E Gettysburg Ave,Fresno,93726,Private,8am-5pm every other F,,6,,,36.801411,-119.7881,49119,J1772,MUNI_GOV
221 W Pine St,Lodi,95240,Public,24 hours daily,,2,,,38.13437,-121.2884,49122,J1772,PARKING_LOT
1305 S Mountain Ave,Monrovia,91016,Public - Call ahead,Dealership business hours; for customer use only,,3,,,34.13867,-117.9869,49127,J1772,CAR_DEALER
4124 Potrero Rd,Newbury Park,91320,Private,,,1,,,34.153742,-118.964733,49129,J1772,NATL_PARK
4126 Potrero Rd,Newbury Park,91320,Public,Park visitor hours,,1,,,34.152947,-118.965356,49130,J1772,NATL_PARK
Terminal Way,Ontario,91761,Public,24 hours daily; pay lot,,6,,,34.0616,-117.5935,49131,J1772,AIRPORT
4105 University S Dr,Walnut,91768,Public,24 hours daily; parking permit required,,2,,,34.049341,-117.82341,49133,J1772,COLLEGE_CAMPUS
4241 X St,Sacramento,95817,Public,24 hours daily,,10,,,38.553545,-121.4561,49134,J1772,HOSPITAL
14306 Park Ave,Victorville,92392,Public,24 hours daily; leave cell phone number visible on dashboard in case of emergency,,7,,,34.511036,-117.325348,49149,J1772,PARKING_LOT
1624 S Canyon Way,Colfax,95713,Public,24 hours daily,,2,1,,39.084259,-120.956,49255,J1772 J1772COMBO,CAR_DEALER
23 Russell Blvd,Davis,95616,Public,24 hours daily; maximum session time of 2 hours,,2,,,38.546699,-121.7461,49329,J1772,MUNI_GOV
1947 Galileo Ct,Davis,95618,Public,8am-5pm daily; no overnight parking; contact 530-757-3650 for more information,,2,,,38.54246,-121.7279,49330,J1772,MUNI_GOV
23525 Civic Center Way,Malibu,90265,Public,24 hours daily,,3,,,34.037227,-118.689023,49333,J1772,MUNI_GOV
411 Central Ave,Salinas,93901,Public,24 hours daily,,2,,,36.673856,-121.665804,49336,J1772,
10 W Trimble Rd,San Jose,95131,Public,24 hours daily; for guest use only,,2,,,37.38514,-121.9288,49342,J1772,HOTEL
555 Santa Clara St,Vallejo,94590,Public,24 hours daily; maximum session time of 3 hours,,2,,,38.1022,-122.261,49350,J1772,MUNI_GOV
9200 W Sunset Blvd,West Hollywood,90069,Private,Tenant use only,,3,,,34.08983,-118.393,49571,J1772,PARKING_GARAGE
2600 Temple Ave,Long Beach,90806,Private,,,38,,,33.806192,-118.158913,49981,J1772,FLEET_GARAGE
685 E Middlefield Rd,Mountain View,94043,Public,24 hours daily,,4,,,37.39120483,-122.0531,49985,J1772,HOSPITAL
650 E El Camino Real,Sunnyvale,94087,Private,For service center use only,,2,,,37.360056,-122.024212,50000,J1772,CAR_DEALER
888 Howard St,San Francisco,94103,Public,24 hours daily; pay lot; for guest use only,,2,,,37.782079,-122.404764,50011,J1772,HOTEL
400 E Green St,Pasadena,91101,Public,24 hours daily; pay lot,,6,,,34.144224,-118.142129,50153,J1772,PARKING_GARAGE
135 N Los Robles Ave,Pasadena,91101,Public,24 hours daily; pay lot,,3,,,34.148186,-118.141776,50154,J1772,PARKING_GARAGE
3850 State St,Santa Barbara,93105,Public,24 hours daily,,2,,,34.441146,-119.748892,50157,J1772,HOTEL
10040 Old Depot Plaza Rd,Chatsworth,91311,Public,24 hours daily; pay lot,,3,,,34.253049,-118.598675,50424,J1772,PARKING_LOT
1 Airport Dr,Oakland,94621,Public,24 hours daily; pay lot,,2,,1 SP Inductive,37.7153,-122.2145,50736,J1772,AIRPORT
400 River Rd,Salinas,93908,Public,Park business hours; pay lot,,1,,,36.594595,-121.624692,50742,J1772,OTHER_ENTERTAINMENT
721 Cliff Dr,Santa Barbara,93109,Public,Staff only 7am-10:30am; public use 10:30am-10pm,,4,,,34.40641,-119.697,50792,J1772,COLLEGE_CAMPUS
28690 Mercedes St,Temecula,92590,Public,24 hours daily,,2,,,33.49353,-117.146,50799,J1772,PARKING_GARAGE
650 Page Mill Rd,Palo Alto,94304,Public - Call ahead,24 hours daily; for guest use only; see security to access,,2,,,37.782284,-122.418185,50949,J1772,OFFICE_BLDG
1395 Van Ness Ave,San Francisco,94109,Public,Dealership business hours,,1,,,37.788127,-122.422143,50969,J1772,CAR_DEALER
1395 Van Ness Ave,San Francisco,94109,Private,,,1,,,37.788127,-122.422143,50970,J1772,CAR_DEALER
1605 Tilia St,Davis,95616,Public,24 hours daily,,2,,,38.54215,-121.771,51002,J1772,COLLEGE_CAMPUS
3825 Union Rd,Hollister,95023,Public,24 hours daily,,2,,,36.841817,-121.457305,51053,J1772,
6501 Carnelian St,Rancho Cucamonga,91701,Public,6am-10pm daily; must use MobileNow! App for payment; maximum session time of 4 hours,,1,,,34.136245,-117.61613,51131,J1772,PARK
1364 Blue Oaks Blvd,Roseville,95678,Public,24 hours daily,,2,,,38.797142,-121.31234,51204,J1772,OFFICE_BLDG
160 S 10th St,Colton,92324,Private,Employee use only,,2,,,34.063087,-117.321885,51208,J1772,MUNI_GOV
8973 Grant Line Rd,Elk Grove,95624,Public,24 hours daily,,1,,,38.431454,-121.299343,51210,J1772,PARKING_LOT
905 Leidesdorff St,Folsom,95630,Public,24 hours daily; maximum session time of three hours,,2,,,38.676631,-121.179577,51211,J1772,PARKING_GARAGE
428 Hudson St,Healdsburg,95448,Public,11am-5pm Th-M; see front desk for passcode,,1,,,38.606405,-122.862269,51214,J1772,BREWERY_DISTILLERY_WINERY
1900 14th St,Sacramento,95811,Public,24 hours daily,,2,,,38.568681,-121.492654,51234,J1772,STATE_GOV
400 Capital Mall,Sacramento,95814,Public,Garage business hours; pay lot,,5,,,38.578648,-121.50238,51236,J1772,OFFICE_BLDG
8326 Century Park Ct,San Diego,92123,Private,Employee use only,,156,,,32.8234943,-117.1436773,51240,J1772,PARKING_LOT
10918 Brockway Rd,Truckee,96161,Public,24 hours daily; for guest use only; see front desk for access,,3,,,39.324006,-120.169783,51252,J1772,HOTEL
695 Harbor St,Morro Bay,93442,Public,24 hours daily; Also accepts MobileNOW! Phone application,,1,,,35.366911,-120.845475,51515,J1772,MUNI_GOV
73510 Fred Waring Dr,Palm Desert,92260,Public,24 hours daily,,4,,,33.730812,-116.38184,51516,J1772,MUNI_GOV
8794 Lions St,Rancho Cucamonga,91730,Public,Lot business hours; must have MobileNow! App for payment; maximum session time of 4 hours,,1,,,34.093578,-117.605249,51518,J1772,FLEET_GARAGE
73710 Fred Waring Dr,Palm Desert,92260,Public,24 hours daily,,2,,,33.729855,-116.379108,51716,J1772,MUNI_GOV
780 E Brokaw Rd,San Jose,95112,Private,Service center use only,,1,,,37.381081,-121.905304,51781,J1772,CAR_DEALER
2599 Newport Blvd,Costa Mesa,92626,Public,24 hours daily,,2,,,33.663495,-117.899372,51912,J1772,PLACE_OF_WORSHIP
1656 Union St,Eureka,95501,Private,Employee use only,,1,,,40.791885,-124.175027,51913,J1772,OFFICE_BLDG
310 W Elm St,Lodi,95240,Public,24 hours daily,,1,,,38.135267,-121.276865,51919,J1772,PARKING_LOT
125 S Hutchins St,Lodi,95240,Public,24 hours daily,,1,,,38.132382,-121.280312,51920,J1772,REC_SPORTS_FACILITY
1345 W Kettleman Ln,Lodi,95242,Public,24 hours daily,,1,,,38.115528,-121.288943,51921,J1772,OTHER
50 N Sacramento St,Lodi,95240,Public,24 hours daily,,1,,,38.134789,-121.27182,51922,J1772,PARKING_GARAGE
201 W Locust St,Lodi,95240,Public,24 hours daily,,1,,,38.137038,-121.275506,51923,J1772,LIBRARY
1400 Highland Ave,Manhattan Beach,90266,Public,3pm-12am daily; two hour parking limit,,4,,,33.886925,-118.409726,51926,J1772,MUNI_GOV
314 Stanford Ave,Palo Alto,94306,Public,24 hours daily,,2,,,37.430039,-122.147944,51933,J1772,STREET_PARKING
505 E Charleston Rd,Palo Alto,94306,Public,24 hours daily,,1,,,37.419672,-122.112723,51934,J1772,PLACE_OF_WORSHIP
30800 Palos Verdes Dr E,Rancho Palos Verdes,90275,Public,7am-10pm daily,,2,,,33.734966,-118.333329,51937,J1772,COLLEGE_CAMPUS
5500 University Pkwy,San Bernardino,92407,Public,24 hours daily,,3,,,34.181225,-117.323647,51945,J1772,COLLEGE_CAMPUS
181 E Via Verde,San Dimas,91773,Public,24 hours daily,,2,,,34.077429,-117.81619,51947,J1772,PARKING_LOT
15401 USS New Jersey,Los Angeles,90732,Public,24 hours daily,,2,,,33.777672,-118.302516,51951,J1772,COLLEGE_CAMPUS
39 Trellis Dr,San Rafael,94903,Public,24 hours daily,,2,,,38.007147,-122.554769,51952,J1772,SCHOOL
223 Castillo St,Santa Barbara,93101,Public - Call ahead,24 hours daily; guest use only,,1,,,34.409885,-119.69729,51954,J1772,INN
1735 S Bradley Rd,Santa Maria,93455,Public,24 hours daily,,1,,,34.921309,-120.422938,51956,J1772,CAR_DEALER
